Task ID,Created At,Completed At,Last Modified,Name,Section/Column,Assignee,Assignee Email,Start Date,Due Date,Tags,Notes,Projects,Parent task,Blocked By (Dependencies),Blocking (Dependencies),Status,SMS,Payment,Deposit,Bonus,Max bet,WG,Groups,Max win
1208960155488263,2024-12-11,,2024-12-11,Conquestador,Untitled section,,,,,,—,Main Project CAD,,,,,,CARD,1000.00,1000.00,7.5,,Ontario LICENSE only,
1208960155564404,2024-12-11,,2024-12-11,Party casino,Untitled section,,,,,,—,Main Project CAD,,,,,,CARD,1000.00,1500.00,7.5,,Ontario LICENSE only,
1208960155564418,2024-12-11,,2024-12-11,Casino time,Untitled section,,,,,,—,Main Project CAD,,,,,,CARD,1000.00,1500.00,7.5,,Ontario LICENSE only,
1208960155654226,2024-12-11,,2024-12-11,BetMGM,Untitled section,,,,,,—,Main Project CAD,,,,,,CARD,3000.00,3000.00,,,Ontario LICENSE only,
1208960155654239,2024-12-11,,2024-12-11,Ballybet,Untitled section,,,,,,—,Main Project CAD,,,,,,CARD,250.00,240.00,,,Ontario LICENSE only,
1208960155654252,2024-12-11,,2024-12-11,Casino classic,Untitled section,,,,,,—,Main Project CAD,,,,,,CARD,100.00,100.00,,,Ontario LICENSE only,
1208960151370891,2024-12-11,,2024-12-11,Casino tropez,Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,UNIVERSE,
1208960155360069,2024-12-11,,2024-12-11,House of jack,Untitled section,,,,,,—,Main Project CAD,,,,,,"CARD, CRYPTO",200.00,200.00,20,40xB,Jack affiliate,
1208960155360084,2024-12-11,,2024-12-11,Casino - mate,Untitled section,,,,,,—,Main Project CAD,,,,,,"CARD, CRYPTO",200.00,200.00,20,40xB,Jack affiliate,5000
1208960155429482,2024-12-11,,2024-12-11,Casino - mate 2,Untitled section,,,,,,—,Main Project CAD,,,,,,"CARD, CRYPTO",600.00,300.00,20,40xB,Jack affiliate,5000
1208960155429498,2024-12-11,,2024-12-11,Casino - mate 3,Untitled section,,,,,,—,Main Project CAD,,,,,,"CARD, CRYPTO",800.00,300.00,20,40xB,Jack affiliate,5000
1208960155479703,2024-12-11,,2024-12-11,Casino - mate 4,Untitled section,,,,,,—,Main Project CAD,,,,,,"CARD, CRYPTO",1000.00,500.00,20,40xB,Jack affiliate,5000
1208960155479719,2024-12-11,,2024-12-11,Betano,Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960155479726,2024-12-11,,2024-12-11,Lezgo,Untitled section,,,,,,—,Main Project CAD,,,,,,"CARD, CRYPTO, Mifinity",400.00,600.00,5,40xDB,Galaktika,
1208960155548489,2024-12-11,,2024-12-11,Jet casino,Untitled section,,,,,,—,Main Project CAD,,,,,,"CARD, CRYPTO, Mifinity",400.00,600.00,5,40xDB,Galaktika,
1208960155548504,2024-12-11,,2024-12-11,Izzi casino,Untitled section,,,,,,—,Main Project CAD,,,,,,"CARD, CRYPTO, Mifinity",400.00,600.00,5,40xDB,Galaktika,
1208960155647291,2024-12-11,,2024-12-11,Starda,Untitled section,,,,,,—,Main Project CAD,,,,,,"CARD, CRYPTO, Mifinity",400.00,600.00,5,40xDB,Galaktika,
1208960155647306,2024-12-11,,2024-12-11,Drip casino,Untitled section,,,,,,—,Main Project CAD,,,,,,"CARD, CRYPTO, Mifinity",400.00,600.00,5,40xDB,Galaktika,
1208960155705186,2024-12-11,,2024-12-11,1gocasino,Untitled section,,,,,,—,Main Project CAD,,,,,,"CARD, CRYPTO, Mifinity",400.00,600.00,5,40xDB,Galaktika,
1208960155705201,2024-12-11,,2024-12-11,Monro casino,Untitled section,,,,,,—,Main Project CAD,,,,,,"CARD, CRYPTO, Mifinity",400.00,600.00,5,40xDB,Galaktika,
1208960150661185,2024-12-11,,2024-12-11,Lezgo 2,Untitled section,,,,,,—,Main Project CAD,,,,,,"CARD, CRYPTO, Mifinity",25.00,0.00,5,40xDB,Galaktika,
1208960155363271,2024-12-11,,2024-12-11,Lezgo 3,Untitled section,,,,,,—,Main Project CAD,,,,,,"CARD, CRYPTO, Mifinity",300.00,200.00,5,40xDB,Galaktika,
1208960155363286,2024-12-11,,2024-12-11,arcanebet,Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960155363293,2024-12-11,,2024-12-11,,Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,Mountberg BV,
1208960155424993,2024-12-11,,2024-12-11,Betway,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,250.00,250.00,7.5,50xB,Betway LTD,
1208960155425008,2024-12-11,,2024-12-11,Betway2,Untitled section,,,,,,—,Main Project CAD,,,,,,,250.00,250.00,7.5,50xB,Betway LTD,
1208960155464827,2024-12-11,,2024-12-11,Betway3,Untitled section,,,,,,—,Main Project CAD,,,,,,,250.00,250.00,7.5,50xB,Betway LTD,
1208960155464841,2024-12-11,,2024-12-11,Bulletz 2,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,,,,,Hitz Gaming,
1208960155464850,2024-12-11,,2024-12-11,,Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,MIL,
1208960155511550,2024-12-11,,2024-12-11,Stelario 3,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,300.00,300.00,5,40xB,Altcore,
1208960155511565,2024-12-11,,2024-12-11,Stelario 2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,200.00,100.00,5,40xB,Altcore,
1208960155600758,2024-12-11,,2024-12-11,Stelario 1,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,300.00,300.00,5,40xB,Altcore,
1208960155600773,2024-12-11,,2024-12-11,Windetta Bonus Shark 3,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,300.00,240.00,5,40xB,Altcore,
1208960155600788,2024-12-11,,2024-12-11,Windetta Bonus Shark 2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,200.00,100.00,5,40xB,Altcore,
1208960149616897,2024-12-11,,2024-12-11,Windetta Bonus Shark 1,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,300.00,300.00,5,40xB,Altcore,
1208960149616912,2024-12-11,,2024-12-11,Winstoria 1,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,300.00,300.00,5,45xB,Altcore,
1208960155380706,2024-12-11,,2024-12-11,Winstoria 2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,200.00,100.00,5,45xB,Altcore,
1208960155380721,2024-12-11,,2024-12-11,Winstoria 3,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,300.00,225.00,5,45xB,Altcore,
1208960155429789,2024-12-11,,2024-12-11,ICEbet 2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,200.00,,5,45xB,Altcore,
1208960155429802,2024-12-11,,2024-12-11,ICEbet 3,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,240.00,,5,45xB,Altcore,
1208960155478163,2024-12-11,,2024-12-11,ICEbet 1,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,240.00,,5,45xB,Altcore,
1208960155478176,2024-12-11,,2024-12-11,SmokeAce 2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,200.00,100.00,5,45xB,Altcore,
1208960155526716,2024-12-11,,2024-12-11,SmokeAce 3,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,200.00,150.00,5,45xB,Altcore,
1208960155526731,2024-12-11,,2024-12-11,SmokeAce 1,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,300.00,300.00,5,45xB,Altcore,
1208960155526746,2024-12-11,,2024-12-11,Win legends3,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,200.00,150.00,5,40xB,Altcore,
1208960155608687,2024-12-11,,2024-12-11,Win legends2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,200.00,100.00,5,40xB,Altcore,
1208960155608702,2024-12-11,,2024-12-11,Win legends1,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,300.00,300.00,5,40xB,Altcore,
1208960155674026,2024-12-11,,2024-12-11,Win legends weekend bonus,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,200.00,120.00,5,45xB,Altcore,
1208960115999603,2024-12-11,,2024-12-11,Win Legends Wednesday,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,200.00,100.00,5,45xB,Altcore,
1208960124525566,2024-12-11,,2024-12-11,Zoome 4 HIGHROLL,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,"CRYPTO, Mifinity",300.00,300.00,5,40xB,DAMA NV,10000
1208960124525583,2024-12-11,,2024-12-11,Zoome 3,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,"CRYPTO, Mifinity",300.00,300.00,5,40xB,DAMA NV,10000
1208960124606627,2024-12-11,,2024-12-11,Zoome 2,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,"CRYPTO, Mifinity",100.00,50.00,5,40xB,DAMA NV,10000
1208960124672082,2024-12-11,,2024-12-11,Zoome 1,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,"CRYPTO, Mifinity",300.00,300.00,5,40xB,DAMA NV,10000
1208960124672099,2024-12-11,,2024-12-11,Wolfy casino,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,,,,,Versus Odds,
1208960124672108,2024-12-11,,2024-12-11,Merlin casino,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,,,,,Versus Odds,
1208960124750584,2024-12-11,,2024-12-11,Caxino,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,200.00,200.00,5 / 0.5,35xB,Rootz,
1208960124750599,2024-12-11,,2024-12-11,Wildz,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,500.00,500.00,5 / 0.5,35xB,Rootz,
1208960124814308,2024-12-11,,2024-12-11,Spinz,Untitled section,,,,,,"—
No restriction with real money. max bet 5 euro, 0.5 per line
    All Casino Slots: 100%, (except 1429 Uncharted Seas, Bloodsuckers, Beautiful Bones Dead or Alive, Dead or Alive 2, Eggomatic, Eye of the Kraken, Gemix, Jack Hammer 2, Pearls of India, Scrooge, Secrets of Atlantis, Sea Hunter, Steam Tower, Tower Quest, Viking Runecraft, Lil Devil, The Wish Master, Kingmaker, Beautiful Bones, Wild Swarm, Blazing Bull, Hellcatraz, Street Fighter II, Royal Mint, Marching Legions, Extreme 7, Book of 99: 0%)
    All table and Live Casino games: 50%
    All Video Poker Games: 0%
    Some games cannot be played with Bonus Money, and you will receive an error message when trying to place bets or open a game excluded from bonus play.",Main Project CAD,,,,Testing,,,300.00,300.00,5 / 0.5,35xB,Rootz,
1208960124814323,2024-12-11,,2024-12-11,Wheelz,Untitled section,,,,,,"—
No restriction with real money. max bet 5 euro, 0.5 per line
    All Casino Slots: 100%, (except 1429 Uncharted Seas, Bloodsuckers, Beautiful Bones Dead or Alive, Dead or Alive 2, Eggomatic, Eye of the Kraken, Gemix, Jack Hammer 2, Pearls of India, Scrooge, Secrets of Atlantis, Sea Hunter, Steam Tower, Tower Quest, Viking Runecraft, Lil Devil, The Wish Master, Kingmaker, Beautiful Bones, Wild Swarm, Blazing Bull, Hellcatraz, Street Fighter II, Royal Mint, Marching Legions, Extreme 7, Book of 99: 0%)
    All table and Live Casino games: 50%
    All Video Poker Games: 0%
    Some games cannot be played with Bonus Money, and you will receive an error message when trying to place bets or open a game excluded from bonus play.",Main Project CAD,,,,Testing,,,300.00,300.00,5 / 0.5,35xB,Rootz,
1208960124814338,2024-12-11,,2024-12-11,Comeon (comeon group),Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960124877179,2024-12-11,,2024-12-11,Mobilebet (comeon group),Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960124877186,2024-12-11,,2024-12-11,mobilespins (comeon group),Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960153946070,2024-12-11,,2024-12-11,dingcasino (comeon group),Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960153946077,2024-12-11,,2024-12-11,Folkerriket (comeon group),Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960155380662,2024-12-11,,2024-12-11,Betsson,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,100.00,100.00,6 / 0.5,35xB,BML,
1208960155380677,2024-12-11,,2024-12-11,Rizk,Untitled section,,,,,,"—Once the welcome bonus is activated, your funds will be used in the following order:
1/ All funds required to trigger the bonus
2/ Bonus funds
3/ Any remaining funds
You can always opt out of the bonus amount and associated winnings, and withdraw the remaining balance.

50 NOK
banned slots> https://rizk.com/no/casino/eksklusivt/ekskluderte-spill/17932",Main Project CAD,,,,Testing,,,500.00,500.00,5,35xB,BML,
1208960155380692,2024-12-11,,2024-12-11,Nordicbet,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,100.00,100.00,6 / 0.5,35xB,BML,
1208960155434139,2024-12-11,,2024-12-11,Friday casino,Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960155434146,2024-12-11,,2024-12-11,Buumi casino,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,Mifinity,300.00,300.00,5,,Njord Ventures BV,
1208960155514668,2024-12-11,,2024-12-11,Joker.io casino,Untitled section,,,,,,—,Main Project CAD,,,,NO Bonus!,,Mifinity,0.00,0.00,5,,Njord Ventures BV,
1208960155514683,2024-12-11,,2024-12-11,Koi casino,Untitled section,,,,,,—,Main Project CAD,,,,NO Bonus!,,Mifinity,0.00,0.00,5,,Njord Ventures BV,
1208960155614230,2024-12-11,,2024-12-11,casno jefe  ESPORTS ENTERTAINMENT  check for dep method,Untitled section,,,,,,—,Main Project CAD,,,,,,Mifinity,,,,50xB,,
1208960155614239,2024-12-11,,2024-12-11,llucky dino  ESPORTS ENTERTAINMENT (MALTA) LIMITED,Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960155614246,2024-12-11,,2024-12-11,justwow  ESPORTS ENTERTAINMENT (MALTA) LIMITED,Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960155614253,2024-12-11,,2024-12-11,Vie.bet  ESPORTS ENTERTAINMENT (MALTA) LIMITED,Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960155696420,2024-12-11,,2024-12-11,Freshspins  ESPORTS ENTERTAINMENT (MALTA) LIMITED,Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960152515788,2024-12-11,,2024-12-11,https://olaspill.com/en/  ESPORTS ENTERTAINMENT (MALTA) LIMITED,Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960152515795,2024-12-11,,2024-12-11,"Lucky 8 WCG B.V.,",Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,250.00,500.00,5 / 0.5,20xDB,WCG B.V.,
1208960155380605,2024-12-11,,2024-12-11,Tortuga   WCG B.V,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,300.00,400.00,5 / 0.5,40xB,WCG B.V.,
1208960155380620,2024-12-11,,2024-12-11,Jackpot Bob WCG B.V,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,250.00,500.00,,,WCG B.V.,
1208960155458526,2024-12-11,,2024-12-11,Ibet Standalone,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,Mifinity,100.00,100.00,5,35xD,Claymore Malta,
1208960155458542,2024-12-11,,2024-12-11,Artic casino,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,Mifinity,100.00,100.00,5,35xD,Claymore Malta,
1208960155524397,2024-12-11,,2024-12-11,LSbet,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,300.00,300.00,less <10,25xDB,Media Entertainment N.V,
1208960155524412,2024-12-11,,2024-12-11,Slottojam,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,300.00,300.00,less <10,25xDB,Media Entertainment N.V,
1208960155614262,2024-12-11,,2024-12-11,Betmartini,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,500.00,500.00,10,35xDB,Media Entertainment N.V,
1208960155614277,2024-12-11,,2024-12-11,Reloadbet,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,300.00,300.00,less <10,25xDB,Media Entertainment N.V,
1208960155697508,2024-12-11,,2024-12-11,Kikobet,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,100.00,100.00,10,25xDB,Media Entertainment N.V,
1208960155697523,2024-12-11,,2024-12-11,Tornado bet,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,500.00,500.00,less <10,25xDB,Media Entertainment N.V,
1208960155697538,2024-12-11,,2024-12-11,winou (test),Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960155740955,2024-12-11,,2024-12-11,Dundercasino (test),Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960065208257,2024-12-11,,2024-12-11,LV bet,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, Mifinity",200.00,200.00,5,25xDB,Fairload Ltd +Probe Investments,
1208960069026594,2024-12-11,,2024-12-11,Energy casino,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, Mifinity",200.00,200.00,5,25xDB,Fairload Ltd +Probe Investments,
1208960069026610,2024-12-11,,2024-12-11,LV bet 2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, Mifinity",200.00,100.00,5,30xDB,Fairload Ltd +Probe Investments,
1208960069098262,2024-12-11,,2024-12-11,Energy casino 2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, Mifinity",200.00,100.00,5,25xDB,Fairload Ltd +Probe Investments,
1208960069098278,2024-12-11,,2024-12-11,Madnix ( test),Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,,
1208960069098285,2024-12-11,,2024-12-11,,Untitled section,,,,,,—,Main Project CAD,,,,,,,,,,,Continental Solutions,
1208960069144009,2024-12-11,,2024-12-11,Wintopia Welcome Bonus Pack 1,Untitled section,,,,,,"Play with real funds, if u lose activate bonus",Main Project CAD,,,,Not started,,,300.00,300.00,5,50xB,Altcore,10xB
1208960069144025,2024-12-11,,2024-12-11,Bulletz,Untitled section,,,,,,—,Main Project CAD,,,,Testing,,,,,,,Hitz Gaming,
1208960069144034,2024-12-11,,2024-12-11,Trickz,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,200.00,300.00,,30xDB,Hitz Gaming,
1208960069194588,2024-12-11,,2024-12-11,Trickz2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,300.00,300.00,,30xDB,Hitz Gaming,
1208960069194602,2024-12-11,,2024-12-11,Blaze casino Reload,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,500.00,500.00,5,35xB,Prolific Trade,
1208960069255908,2024-12-11,,2024-12-11,Roman casino 3,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,"CARD, SKRILL CARD",150.00,150.00,5,35xDB,DUX,10xB
1208960069255925,2024-12-11,,2024-12-11,Roman casino 2,Untitled section,,,,,,"    Deposit 200, 220,250,270",Main Project CAD,,,,Not started,,"CARD, SKRILL CARD",,,5,35xDB,DUX,10xB
1208960069329298,2024-12-11,,2024-12-11,Roman casino 1,Untitled section,,,,,,"—
·  Deposit and Bonus Selection:
    Ensure the player selects the bonus during the deposit process.
    If the player does not receive the bonus, they must immediately contact customer support and provide a screenshot of the email containing the bonus offer.
·  Highroller Bonus:
    For the Highroller Bonus, the player must enter the bonus code ""50HIGH"" during the deposit.
    The deposit amount must be between €300-€500.
 
·  Real Money vs Bonus Money Play:
    Although real money (RM) and bonus money are tracked separately, they appear together in the player's balance.
    The player must first play using real money on games like:
        Roulette, Baccarat, Blackjack, Lines, Mines, and sometimes slots with higher bets.
    After using real money, the player can switch to playing slots with a maximum bet of €5.
        The specific bet should be adjusted to €2/€3/€4/€5, depending on the target.
·  Max Withdrawal (WD) Limit:
    Be aware that these bonuses come with a maximum withdrawal limit of 10x the bonus amount.
    The player should aim to hit 70% of the target to meet wagering requirements.
    If the player exceeds the allowable winnings, they should immediately notify a supervisor.
·  Bonus Cancellation:
    If the player has less than €0.20 in their bonus balance, they should cancel the bonus.
·  System Alerts for Betting Limits:
    If the player attempts to place a higher bet than allowed with bonus money, the system will alert them to stop.",Main Project CAD,,,,Not started,,"CARD, SKRILL CARD",150.00,150.00,5,35xDB,DUX,10xB
1208960122133834,2024-12-11,,2024-12-11,Evolve casino 1,Untitled section,,,,,,"—Try to hit 10x deposit on lines, mines, coins with bet 2-3.
Deposit 100 to 150.",Main Project CAD,,,,Testing,,CARD,,,5,25xDB,Mountberg BV,
1208960122133846,2024-12-11,,2024-12-11,Evolve casino 2,Untitled section,,,,,,"—Try to hit 10x deposit on lines, mines, coins with bet 2-3.
Deposit 100 to 150.",Main Project CAD,,,,Testing,,CARD,,,5,25xDB,Mountberg BV,
1208960124579487,2024-12-11,,2024-12-11,Evolve casino 3,Untitled section,,,,,,"—Try to hit 10x deposit on lines, mines, coins with bet 2-3.
Deposit 100 to 150.",Main Project CAD,,,,Testing,,CARD,,,5,25xDB,Mountberg BV,
1208960124579499,2024-12-11,,2024-12-11,bitcasino.io,Untitled section,,,,,,—,Main Project CAD,,,,STOP,,"CARD, Mifinity",,,,,Crypto ONLY,
1208960124579509,2024-12-11,,2024-12-11,LazyBar 1,Untitled section,,,,,,"—·  Deposit and Bonus Selection:
    Ensure the player selects the bonus during the deposit process.
    If the player does not receive the bonus, they must immediately contact customer support and provide a screenshot of the email containing the bonus offer.
·  Highroller Bonus:
    For the Highroller Bonus, the player must enter the bonus code ""50HIGH"" during the deposit.
    The deposit amount must be between €300-€500.
 
·  Real Money vs Bonus Money Play:
    Although real money (RM) and bonus money are tracked separately, they appear together in the player's balance.
    The player must first play using real money on games like:
        Roulette, Baccarat, Blackjack, Lines, Mines, and sometimes slots with higher bets.
    After using real money, the player can switch to playing slots with a maximum bet of €5.
        The specific bet should be adjusted to €2/€3/€4/€5, depending on the target.
·  Max Withdrawal (WD) Limit:
    Be aware that these bonuses come with a maximum withdrawal limit of 10x the bonus amount.
    The player should aim to hit 70% of the target to meet wagering requirements.
    If the player exceeds the allowable winnings, they should immediately notify a supervisor.
·  Bonus Cancellation:
    If the player has less than €0.20 in their bonus balance, they should cancel the bonus.
·  System Alerts for Betting Limits:
    If the player attempts to place a higher bet than allowed with bonus money, the system will alert them to stop.",Main Project CAD,,,,Not started,,,150.00,150.00,5,35xDB,DUX,10xB
1208960124642383,2024-12-11,,2024-12-11,LazyBar 3,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,150.00,150.00,5,35xDB,DUX,10xB
1208960124642399,2024-12-11,,2024-12-11,LazyBar 2,Untitled section,,,,,,—,Main Project CAD,,,,Not started,,,,,5,35xDB,DUX,10xB
1208960124703605,2024-12-11,,2024-12-11,Coolzino 1,Untitled section,,,,,,"·  Deposit and Bonus Selection:
    Ensure the player selects the bonus during the deposit process.
    If the player does not receive the bonus, they must immediately contact customer support and provide a screenshot of the email containing the bonus offer.
·  Highroller Bonus:
    For the Highroller Bonus, the player must enter the bonus code ""50HIGH"" during the deposit.
    The deposit amount must be between €300-€500.
 
·  Real Money vs Bonus Money Play:
    Although real money (RM) and bonus money are tracked separately, they appear together in the player's balance.
    The player must first play using real money on games like:
        Roulette, Baccarat, Blackjack, Lines, Mines, and sometimes slots with higher bets.
    After using real money, the player can switch to playing slots with a maximum bet of €5.
        The specific bet should be adjusted to €2/€3/€4/€5, depending on the target.
·  Max Withdrawal (WD) Limit:
    Be aware that these bonuses come with a maximum withdrawal limit of 10x the bonus amount.
    The player should aim to hit 70% of the target to meet wagering requirements.
    If the player exceeds the allowable winnings, they should immediately notify a supervisor.
·  Bonus Cancellation:
    If the player has less than €0.20 in their bonus balance, they should cancel the bonus.
·  System Alerts for Betting Limits:
    If the player attempts to place a higher bet than allowed with bonus money, the system will alert them to stop.",Main Project CAD,,,,Not started,,,150.00,150.00,5,35xDB,DUX,10xB
